vt_group_no	transaction_id	hotel_id	ticket_id	ticketpriceschedule_id	channel_id	reseller_id	sale_price	Distributor_price	commission	commission_should_be
173376281201939	173376281201939002	6458	61395	414992	830	541	125.00	28.75	23.00	25
173632656597526	173632656597526001	6458	61426	415014	830	541	125.00	28.75	23.00	25
173632656597526	173632656597526001	6458	61426	415014	830	541	125.00	28.75	23.00	25
173393775554539	173393775554539003	6458	61395	414992	830	541	125.00	28.75	23.00	25
173393775554539	173393775554539003	6458	61395	414992	830	541	125.00	28.75	23.00	25
173381609397546	173381609397546001	6458	61426	415014	830	541	125.00	28.75	23.00	25
173381609397546	173381609397546001	6458	61426	415014	830	541	125.00	28.75	23.00	25
173488818444461	173488818444461001	6458	61426	415014	830	541	125.00	28.75	23.00	25
173488818444461	173488818444461001	6458	61426	415014	830	541	125.00	28.75	23.00	25
173643835099325	173643835099325004	6458	61426	415014	830	541	125.00	28.75	23.00	25
173643835099325	173643835099325004	6458	61426	415014	830	541	125.00	28.75	23.00	25
173376326449961	173376326449961002	6458	61395	414992	830	541	125.00	28.75	23.00	25
173376326449961	173376326449961002	6458	61395	414992	830	541	125.00	28.75	23.00	25
173632643163596	173632643163596007	6458	61426	415014	830	541	125.00	28.75	23.00	25
173632643163596	173632643163596007	6458	61426	415014	830	541	125.00	28.75	23.00	25
173376281201939	173376281201939003	6458	61395	414992	830	541	125.00	28.75	23.00	25
173376281201939	173376281201939003	6458	61395	414992	830	541	125.00	28.75	23.00	25
173393790945238	173393790945238002	6458	61395	414992	830	541	125.00	28.75	23.00	25
173393790945238	173393790945238002	6458	61395	414992	830	541	125.00	28.75	23.00	25
173376308521657	173376308521657005	6458	61395	414992	830	541	125.00	28.75	23.00	25
173376308521657	173376308521657005	6458	61395	414992	830	541	125.00	28.75	23.00	25
173376308521657	173376308521657004	6458	61395	414992	830	541	125.00	28.75	23.00	25
173376308521657	173376308521657004	6458	61395	414992	830	541	125.00	28.75	23.00	25
173627199264457	173627199264457002	6458	61395	414992	830	541	125.00	28.75	23.00	25
173627199264457	173627199264457002	6458	61395	414992	830	541	125.00	28.75	23.00	25
173632643163596	173632643163596011	6458	61426	415014	830	541	125.00	28.75	23.00	25
173632643163596	173632643163596011	6458	61426	415014	830	541	125.00	28.75	23.00	25
173382333639483	173382333639483004	6458	61426	415014	830	541	125.00	28.75	23.00	25
173382333639483	173382333639483004	6458	61426	415014	830	541	125.00	28.75	23.00	25
173351013102205	173351013102205001	7205	86427	429384	830	541	29.00	7.25	25.00	0
173351013102205	173351013102205002	7205	86427	429384	830	541	29.00	7.25	25.00	0
