ticket_level_commission_id,product_id,distributor_id,commission,hotel_prepaid_commission_percentage,is_hotel_prepaid_commission_percentage,commission_on_sale_price,hgs_prepaid_commission_percentage,ticket_net_price,museum_net_commission,merchant_net_commission,hotel_commission_net_price,hgs_commission_net_price
7632362	13928	47550	25	25.00	1	1	75.00	145.00	72.69	0.00	36.25	108.75
7632364	13928	47550	25	25.00	1	1	75.00	150.00	57.10	0.00	37.50	112.50
7632365	13928	47550	25	25.00	1	1	75.00	150.00	57.10	0.00	37.50	112.50
7632366	13928	47550	25	25.00	1	1	75.00	590.00	386.90	0.00	147.50	442.50
7632371	13928	47550	25	25.00	1	1	75.00	155.00	61.22	0.00	38.75	116.25
7498121	15035	51000	11	11.00	1	0	89.00	269.10	0.00	0.00	29.60	239.50
7628889	13991	51000	11	11.00	1	0	89.00	67.50	0.00	0.00	7.42	60.08
7412477	23499	51000	11	11.00	1	0	89.00	80.10	0.00	0.00	8.81	71.29
7412521	23512	51000	11	11.00	1	0	89.00	116.10	0.00	0.00	12.77	103.33
7412525	23513	51000	11	11.00	1	0	89.00	224.10	0.00	0.00	24.65	199.45
